id,url,text,rating,time_created,user,business_id
hZv6qFJSwYz1lpTPwveN1w,https://www.yelp.com/biz/the-highwater-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=hZv6qFJSwYz1lpTPwveN1w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,"I cant get enough of this place. Any spot that has Spam Musubi is a WIN in my book. 

I used to live a little closer to this spot so it would be my go-to...",5,2022-04-28 08:53:15,"{'id': 'nUuLNRwOpCwqWBGgWRVFdA', 'profile_url': 'https://www.yelp.com/user_details?userid=nUuLNRwOpCwqWBGgWRVFdA', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/ZQ3fLn8sJDwlO1WKu9HEXg/o.jpg', 'name': 'Phoebe K.'}",k5bGHJbAXDw9g_uP42QqDw
cAU7_FnrJR6wMXjIKhP-xQ,https://www.yelp.com/biz/the-highwater-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=cAU7_FnrJR6wMXjIKhP-xQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,I went last night with my boyfriend to have a drink a eat something. We moved recently to the neighborhood and wanted to try this place since we have passed...,2,2022-06-23 11:45:31,"{'id': 'R-3J9B0CYk-mh5WkrZK2TA', 'profile_url': 'https://www.yelp.com/user_details?userid=R-3J9B0CYk-mh5WkrZK2TA', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/-s9IxA7rCjyLrVLkN1wEew/o.jpg', 'name': 'Mafe A.'}",k5bGHJbAXDw9g_uP42QqDw
Mq9ZmLuJhrd33bGW-Yyrag,https://www.yelp.com/biz/arcadia-bar-and-kitchen-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=Mq9ZmLuJhrd33bGW-Yyrag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,"This place has been on my list for years. Finally made it inside and have now questioned why it took so long.

As I sat down at the bar, I was quickly...",5,2022-06-12 11:50:06,"{'id': '9mCfxqUTTKwC6NSMPxNjzQ', 'profile_url': 'https://www.yelp.com/user_details?userid=9mCfxqUTTKwC6NSMPxNjzQ', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/EbG7FwWvD7g_b2YnVHfBSA/o.jpg', 'name': 'Daniel M.'}",CpZ5fw9rxHOdLmdtW1Qdbw
G61lQSPRXNv__AlrKVja8g,https://www.yelp.com/biz/arcadia-bar-and-kitchen-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=G61lQSPRXNv__AlrKVja8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,"I have kept Arcadia Bar on my must try bucket list and finally was able to go!!! 
Reading other reviews they seem as if they are AMAZING with brunch as well...",3,2022-02-06 14:39:22,"{'id': 'L37Pz3DN-GgfzbCz-sCprg', 'profile_url': 'https://www.yelp.com/user_details?userid=L37Pz3DN-GgfzbCz-sCprg', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/bztVuhYukTcBoGJxke-f6A/o.jpg', 'name': 'Ashley R.'}",CpZ5fw9rxHOdLmdtW1Qdbw
5lipWWEnHOMyWI9IozyYBg,https://www.yelp.com/biz/arcadia-bar-and-kitchen-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=5lipWWEnHOMyWI9IozyYBg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,"Such a pretty restaurant, with such nice Christmas decor. The food was so good. The shrimp tacos were amazing (minus the fried onions but that's because I...",5,2021-12-17 20:21:53,"{'id': 'GllXLZ-T3h8gszNEBlKz2A', 'profile_url': 'https://www.yelp.com/user_details?userid=GllXLZ-T3h8gszNEBlKz2A', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/QZsG_7PRW4clPnBfWwdDng/o.jpg', 'name': 'Sha S.'}",CpZ5fw9rxHOdLmdtW1Qdbw
6lxquD7232jpG7Q34ZpJ-w,https://www.yelp.com/biz/sweet-afton-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=6lxquD7232jpG7Q34ZpJ-w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,THIS PLACE IS IT!! My friends live in the area and suggested going here because they enjoy the drinks so much. It was my first time here but their first...,4,2022-05-15 10:04:03,"{'id': 'h8heJ6rmOEDyQAA6t7mGYQ', 'profile_url': 'https://www.yelp.com/user_details?userid=h8heJ6rmOEDyQAA6t7mGYQ', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/9b5m74Y8FPnhQaQiRaDcng/o.jpg', 'name': 'Amanda D.'}",zgW7g4RWssKfjdlSE8fZvg
qlC1GiE4Tg7bUy5gG_uY5Q,https://www.yelp.com/biz/sweet-afton-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=qlC1GiE4Tg7bUy5gG_uY5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,I was recently able to check out Sweet Afton after many failed attempts. I really wanted to like this place. It seems they had updated their hours and menu...,2,2022-02-26 19:31:26,"{'id': 'fkzDDUW5TYHhnX_lCtkhOw', 'profile_url': 'https://www.yelp.com/user_details?userid=fkzDDUW5TYHhnX_lCtkhOw', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/Rv2s3h9C1wu5ypoyTKCzqg/o.jpg', 'name': 'Mardory V.'}",zgW7g4RWssKfjdlSE8fZvg
d-tsVLeRP847f9yyPRX5ag,https://www.yelp.com/biz/sweet-afton-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=d-tsVLeRP847f9yyPRX5ag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,"Wanted to celebrate my brothers birthday here, since we love the ambiance, originally we were 17 guest but do the the snow storm we went down to 10. Yes! I...",5,2022-01-30 06:24:06,"{'id': '2luswTUSVuEnbUpbs6JRfA', 'profile_url': 'https://www.yelp.com/user_details?userid=2luswTUSVuEnbUpbs6JRfA', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/r61Jzprnx-qMPYSWFZLDnQ/o.jpg', 'name': 'Roxana G.'}",zgW7g4RWssKfjdlSE8fZvg
35IZTuo9rZZQNotbY_xhwQ,https://www.yelp.com/biz/the-bonnie-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=35IZTuo9rZZQNotbY_xhwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,"I expected The Bonnie to be nothing more than a good cocktail bar, but the food and space were impressive. As I walked past the indoor space out into the...",5,2022-05-10 11:53:22,"{'id': 'VLTBPUrbNRR-f84h-altQw', 'profile_url': 'https://www.yelp.com/user_details?userid=VLTBPUrbNRR-f84h-altQw', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/3iOhDsXSJKq2D0SQNYzMug/o.jpg', 'name': 'Morlene C.'}",rrsjcQVLg2PkIkO_vPjOLw
9ke7o0syweR-CndGiVfc2Q,https://www.yelp.com/biz/the-bonnie-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=9ke7o0syweR-CndGiVfc2Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,"Came here a couple of times. Their Virgin Top Bar Ginger Drink is great, just ask them to go easy on the sugar. And the Mac and Cheese has Gruyère Cheese,...",4,2022-07-17 18:13:10,"{'id': 'sKI_a1gUPVsN_EpKDwrjQg', 'profile_url': 'https://www.yelp.com/user_details?userid=sKI_a1gUPVsN_EpKDwrjQg', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/UmPml1KVeLJ5-6dycNyQZg/o.jpg', 'name': 'Sarika K.'}",rrsjcQVLg2PkIkO_vPjOLw
zEgfPnrho8wytU0dsjMRMg,https://www.yelp.com/biz/the-bonnie-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=zEgfPnrho8wytU0dsjMRMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,I've heard about the Bonnie multiple times and stopped in on a Sunday afternoon for brunch without a reservation. The host initially seated us in the back...,5,2022-05-04 07:02:52,"{'id': 'GbbyDilR4_Agmumpg0bOnA', 'profile_url': 'https://www.yelp.com/user_details?userid=GbbyDilR4_Agmumpg0bOnA', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/a1fFvD8VGZx_jVWpDor5WQ/o.jpg', 'name': 'Izabela B.'}",rrsjcQVLg2PkIkO_vPjOLw
QdNBB-NDzBkT4Da2mqFNaQ,https://www.yelp.com/biz/sanfords-astoria-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=QdNBB-NDzBkT4Da2mqFNaQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,My brother and I were looking for some late night eats after a long drive from seeing a concert upstate. We both have been here before for brunch and...,5,2022-07-23 14:17:54,"{'id': 'OIYvutiJWoecJdOm4nS5Ag', 'profile_url': 'https://www.yelp.com/user_details?userid=OIYvutiJWoecJdOm4nS5Ag', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/8K1XifmGP9pPrgrswubUGw/o.jpg', 'name': 'Marie G.'}",AawLwOYZwMf_9wkShExfuw
OxDtkLARYc2b6aWbSVZNVg,https://www.yelp.com/biz/sanfords-astoria-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=OxDtkLARYc2b6aWbSVZNVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,"Time to update the review.  I can't believe the last time I wrote was 4 years ago.

Ali is now one of managers and runs the bar.  Well deserved and I told...",5,2022-07-22 00:38:40,"{'id': 'R4T_7PLDWXszscVNMSN3aw', 'profile_url': 'https://www.yelp.com/user_details?userid=R4T_7PLDWXszscVNMSN3aw', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/15LI0BWMY5rgG5BXWSXfSw/o.jpg', 'name': 'Nick S.'}",AawLwOYZwMf_9wkShExfuw
ZuH20jBlAjseKcEkf-JhKA,https://www.yelp.com/biz/sanfords-astoria-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=ZuH20jBlAjseKcEkf-JhKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,"my cousin recommended this spot to me. its a little far from me so idk if its worth going back but i did enjoy my meal (& our server was a sweetheart!)

-...",3,2022-07-16 21:55:29,"{'id': 'MEYoH8ChzmtYVrZRT6dRqA', 'profile_url': 'https://www.yelp.com/user_details?userid=MEYoH8ChzmtYVrZRT6dRqA', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/GlmlS8bPqE3KN-ymd4Csew/o.jpg', 'name': 'Ruby B.'}",AawLwOYZwMf_9wkShExfuw
XLLZaF7Osak1a9iBw0ua-Q,https://www.yelp.com/biz/halseys-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=XLLZaF7Osak1a9iBw0ua-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,"This bar has a great happy hour and fun trivia nights! The food is good, the drinks are good, and it has a great atmosphere!",5,2022-06-01 10:50:01,"{'id': 'GBt6g1rALQpzBgDy_6cNaw', 'profile_url': 'https://www.yelp.com/user_details?userid=GBt6g1rALQpzBgDy_6cNaw', 'image_url': None, 'name': 'Melody R.'}",5ZWX85Le2vNrtAw5s9lHdQ
WvPvHB53jLjTLTpfJSfpug,https://www.yelp.com/biz/halseys-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=WvPvHB53jLjTLTpfJSfpug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,"Came for trivia and some vittles. We sat inside and it filled up both outside and in. Trivia was fun, one person plays for the table from their phone. There...",4,2022-05-27 14:29:33,"{'id': 'rnbtjrCgKS3-T7n0mrrBqg', 'profile_url': 'https://www.yelp.com/user_details?userid=rnbtjrCgKS3-T7n0mrrBqg', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/4kPNDEDui7vKEcZ-GF1ddw/o.jpg', 'name': 'Christina V.'}",5ZWX85Le2vNrtAw5s9lHdQ
fug6HV5gLqZ79OFC8s6oKw,https://www.yelp.com/biz/halseys-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=fug6HV5gLqZ79OFC8s6oKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,"Came on a Saturday for brunch, and on a day  where the weather was really  nice.  Maybe not the best time to come to such a place, and as someone who...",4,2022-05-01 16:47:29,"{'id': '6poG8gk6msYb8pcOkB2dqQ', 'profile_url': 'https://www.yelp.com/user_details?userid=6poG8gk6msYb8pcOkB2dqQ', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/WSIx6zYTort0n6MnLmzgHw/o.jpg', 'name': 'Lisa e.'}",5ZWX85Le2vNrtAw5s9lHdQ
Wp2zlgCZWtx4FiyEvqrN3g,https://www.yelp.com/biz/piatto-long-island-city?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=Wp2zlgCZWtx4FiyEvqrN3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,"This is a great restaurant! 
Food: Good! 
Drinks: Juan is great at all the drinks! Couldn't be better. 
All the staff at this restaurant are friendly and...",5,2022-06-16 04:38:59,"{'id': 'Gz98b2q5B8cExJUr4TB4jQ', 'profile_url': 'https://www.yelp.com/user_details?userid=Gz98b2q5B8cExJUr4TB4jQ', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/grDftKf-evUwSyoKJbX-Jw/o.jpg', 'name': 'Shiv B.'}",H5bhfR5sL0I2w1csjI1uMA
aYn1QL49nlgJvVN7eHPrfw,https://www.yelp.com/biz/piatto-long-island-city?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=aYn1QL49nlgJvVN7eHPrfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,"First time eating / visiting.  We were greeted by the bartender, who legitimately mixed up some of the most incredible cocktails I've ever had.  Smooth, not...",5,2022-06-08 05:56:40,"{'id': 'yfSGDffWrfAOx4KeSwtQew', 'profile_url': 'https://www.yelp.com/user_details?userid=yfSGDffWrfAOx4KeSwtQew', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/hJTIqNl5B45vzTv7xmrfuw/o.jpg', 'name': 'Steve C.'}",H5bhfR5sL0I2w1csjI1uMA
sdbttz4Fq8ICMd-SF_djKg,https://www.yelp.com/biz/piatto-long-island-city?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=sdbttz4Fq8ICMd-SF_djKg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,"Food was good. Service was solid. Jairo kept us entertained on a Sunday afternoon during brunch hours. 

We had the 
Starter: 
Shrimp & avocado (small but...",5,2022-06-05 12:01:06,"{'id': '4nz9Vy95fqiGPdScIwpL6A', 'profile_url': 'https://www.yelp.com/user_details?userid=4nz9Vy95fqiGPdScIwpL6A', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/TLI7uKPAASY6dUeo1bQ9hw/o.jpg', 'name': 'Rael J.'}",H5bhfR5sL0I2w1csjI1uMA
cm-Ht1b551XZddHaE6_AIg,https://www.yelp.com/biz/the-penrose-new-york?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=cm-Ht1b551XZddHaE6_AIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,Alright. To give you context my friends parents were in town and we went to church early Sunday morning. I am not a church go-er but when you're dealing...,5,2022-07-21 11:35:52,"{'id': 'PB_EogPV_7da4pLE9eYsCw', 'profile_url': 'https://www.yelp.com/user_details?userid=PB_EogPV_7da4pLE9eYsCw', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/gYSv4BiXIi_YfDf42KH86A/o.jpg', 'name': 'Christina T.'}",mWS4umRg2AyykyAClMrIRw
It5JbldUD6TEVbv292UnQw,https://www.yelp.com/biz/the-penrose-new-york?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=It5JbldUD6TEVbv292UnQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,"There are good restaurants and then there's places like this where the food is so delicious it affects all of your senses, and reminds you how sublime...",5,2022-07-16 13:44:10,"{'id': '16rxut1J2nuaR8Kn8_oo5A', 'profile_url': 'https://www.yelp.com/user_details?userid=16rxut1J2nuaR8Kn8_oo5A', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/XsnXvO8H9Px9iPrrOrfZuQ/o.jpg', 'name': 'Nicholas G.'}",mWS4umRg2AyykyAClMrIRw
_CBu3Z7tViRI2pgTK__d_g,https://www.yelp.com/biz/the-penrose-new-york?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=_CBu3Z7tViRI2pgTK__d_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,"Ordered:
Artichoke & Kale Ricotta Dip (~$15): artichoke hearts, muenster, pimentos, crostini
Popcorn Chicken (~$13): with blue ranch sauce & honey mustard...",4,2022-06-05 18:25:17,"{'id': '6cBZYz36SYI1g0cYBYsteA', 'profile_url': 'https://www.yelp.com/user_details?userid=6cBZYz36SYI1g0cYBYsteA', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/Fm-1DHV4bf1QKSUma6yPfg/o.jpg', 'name': 'Aya E.'}",mWS4umRg2AyykyAClMrIRw
VuUG4Bkd5LdJa4RUI21Xgg,https://www.yelp.com/biz/blackbirds-bar-and-restaurant-astoria-2?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&hrid=VuUG4Bkd5LdJa4RUI21Xgg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=A57LwVZ5W7txZHbVlG9Tnw,This place has the best wings. I ordered Buffalo and bbq wings for a house warming party yesterday for pick up and they did not disappoint. The Buffalo had...,5,2022-03-27 12:41:45,"{'id': 'p6L_qpcEqWpvafwzIsYGtA', 'profile_url': 'https://www.yelp.com/user_details?userid=p6L_qpcEqWpvafwzIsYGtA', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/CjujwW35u7zMNP6jd1KjiQ/o.jpg', 'name': 'Michelle C.'}",gJmJDwrDUHy--3qS9qQFYA
