id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
mWS4umRg2AyykyAClMrIRw,the-penrose-new-york,The Penrose,https://s3-media4.fl.yelpcdn.com/bphoto/qNLV1pybDp4Elzp3Ci_gzQ/o.jpg,False,https://www.yelp.com/biz/the-penrose-new-york?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,1351,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 40.775427, 'longitude': -73.953115}","['delivery', 'pickup']",$$,"{'address1': '1590 2nd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['1590 2nd Ave', 'New York, NY 10028']}",+12122032751,(212) 203-2751,2777.743574771007
gJmJDwrDUHy--3qS9qQFYA,blackbirds-bar-and-restaurant-astoria-2,Blackbird's Bar & Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/x8HZmkbyhNQqL8q8V1Ivzg/o.jpg,False,https://www.yelp.com/biz/blackbirds-bar-and-restaurant-astoria-2?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,273,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.0,"{'latitude': 40.763412, 'longitude': -73.913352}",['delivery'],$$,"{'address1': '41-19 30th Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['41-19 30th Ave', 'Astoria, NY 11103']}",+17189436899,(718) 943-6899,837.8613049168703
AUyKmFjpaVLwc3awfUnqgQ,chela-and-garnacha-astoria,Chela & Garnacha,https://s3-media3.fl.yelpcdn.com/bphoto/xbic6jIHmzRdM4jmvfwkOw/o.jpg,False,https://www.yelp.com/biz/chela-and-garnacha-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,420,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 40.7556474, 'longitude': -73.9274415}","['delivery', 'pickup']",$$,"{'address1': '33-09 36th Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['33-09 36th Ave', 'Astoria, NY 11106']}",+19178326876,(917) 832-6876,1308.046071413852
iNiq1vgWpEa48jlPAce8wQ,the-thirsty-koala-astoria,The Thirsty Koala,https://s3-media3.fl.yelpcdn.com/bphoto/tvt0uui5fbN2CAgK3A9cuw/o.jpg,False,https://www.yelp.com/biz/the-thirsty-koala-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,1181,"[{'alias': 'australian', 'title': 'Australian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 40.774416, 'longitude': -73.908739}","['delivery', 'pickup']",$$,"{'address1': '35-12 Ditmars Blvd', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['35-12 Ditmars Blvd', 'Astoria, NY 11105']}",+17186265430,(718) 626-5430,1408.7773232509785
6AJwsgXr7YwsqneGVAdgzw,las-catrinas-mexican-bar-and-eatery-astoria,Las Catrinas Mexican Bar & Eatery,https://s3-media3.fl.yelpcdn.com/bphoto/bTI8fKYdfg6kPPIIHn4z6A/o.jpg,False,https://www.yelp.com/biz/las-catrinas-mexican-bar-and-eatery-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,412,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.0,"{'latitude': 40.7614214682633, 'longitude': -73.9246649456171}","['delivery', 'pickup']",$$,"{'address1': '32-02 Broadway', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['32-02 Broadway', 'Astoria, NY 11106']}",+19177450969,(917) 745-0969,642.5257707161409
47_jHPl3p4-OYGCVLy2ZIA,salvatoria-kitchen-and-bar-astoria,Salvatoria Kitchen & Bar,https://s3-media2.fl.yelpcdn.com/bphoto/6sZJzZ-kshqig8ngDCIQCg/o.jpg,False,https://www.yelp.com/biz/salvatoria-kitchen-and-bar-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,237,"[{'alias': 'salvadoran', 'title': 'Salvadoran'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 40.76142, 'longitude': -73.92486}","['delivery', 'pickup']",$$,"{'address1': '31-18 Broadway', 'address2': None, 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['31-18 Broadway', 'Astoria, NY 11106']}",+17187772829,(718) 777-2829,637.8434967345304
3UmRGpZsMdJx4fWCT1NxZg,bar-dalia-astoria,Bar Dalia,https://s3-media4.fl.yelpcdn.com/bphoto/L3-0A-t9KdP9BxY_mYiLeg/o.jpg,False,https://www.yelp.com/biz/bar-dalia-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,40,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.5,"{'latitude': 40.76347, 'longitude': -73.9212253}","['delivery', 'pickup']",,"{'address1': '33-17 31st Ave', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['33-17 31st Ave', 'Astoria, NY 11106']}",+13475071218,(347) 507-1218,388.8284859993062
azOGJ8gBsP4RF2zOJTSwDg,blend-astoria-astoria,Blend Astoria,https://s3-media2.fl.yelpcdn.com/bphoto/K49PUUS-RKiQ9GK5y7NsUA/o.jpg,False,https://www.yelp.com/biz/blend-astoria-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,811,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,"{'latitude': 40.764477, 'longitude': -73.9157809}","['delivery', 'pickup']",$$,"{'address1': '37-17 30th Ave', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['37-17 30th Ave', 'Astoria, NY 11103']}",+17186066383,(718) 606-6383,603.1172259341531
abZ-mEvF6Tj4hfyIg0lKwQ,vite-vinosteria-astoria,Vite Vinosteria,https://s3-media4.fl.yelpcdn.com/bphoto/Z2U2-iaqlyf5lZub8Hk2bg/o.jpg,False,https://www.yelp.com/biz/vite-vinosteria-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,657,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 40.7629734277725, 'longitude': -73.92119564116}","['delivery', 'pickup']",$$,"{'address1': '31-05 34th St', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['31-05 34th St', 'Astoria, NY 11106']}",+17182788483,(718) 278-8483,455.2573567935755
0jswXSAOU-a5VTR3n7Yebw,william-and-willow-astoria,William & Willow,https://s3-media4.fl.yelpcdn.com/bphoto/If6pXVseTqA-_zc9Nx5DCQ/o.jpg,False,https://www.yelp.com/biz/william-and-willow-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,56,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 40.77332, 'longitude': -73.92715}","['delivery', 'pickup']",,"{'address1': '1801 26th Rd', 'address2': None, 'address3': None, 'city': 'Astoria', 'zip_code': '11102', 'country': 'US', 'state': 'NY', 'display_address': ['1801 26th Rd', 'Astoria, NY 11102']}",+17182784300,(718) 278-4300,827.4116129727968
ayOj0JXAsuGqVG8reuqpxQ,diwine-astoria,DiWine,https://s3-media1.fl.yelpcdn.com/bphoto/amVMmkR6ZCAv_an4UwF9rQ/o.jpg,False,https://www.yelp.com/biz/diwine-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,798,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'latitude': 40.76087, 'longitude': -73.91557}","['delivery', 'pickup']",$$,"{'address1': '41-15 31st Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['41-15 31st Ave', 'Astoria, NY 11103']}",+17187771355,(718) 777-1355,873.535037862966
Z3mYawowd-Uq-wJyASMskQ,havana-dreams-queens-2,Havana Dreams,https://s3-media1.fl.yelpcdn.com/bphoto/zqp5MvFGS18jyyzBBW2wGA/o.jpg,False,https://www.yelp.com/biz/havana-dreams-queens-2?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,14,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'cuban', 'title': 'Cuban'}]",4.0,"{'latitude': 40.76824, 'longitude': -73.92086}",[],,"{'address1': '30-07 Newtown Ave', 'address2': None, 'address3': None, 'city': 'Queens', 'zip_code': '11102', 'country': 'US', 'state': 'NY', 'display_address': ['30-07 Newtown Ave', 'Queens, NY 11102']}",,,188.73321467846912
YKoQUUrUdE_XHw-ikAkumQ,sunswick-3535-bar-astoria,Sunswick 3535 Bar,https://s3-media2.fl.yelpcdn.com/bphoto/Th8csz7QiI5bkxtQrq6g7A/o.jpg,False,https://www.yelp.com/biz/sunswick-3535-bar-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,389,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"{'latitude': 40.7565251, 'longitude': -73.9253989}","['delivery', 'pickup']",$$,"{'address1': '35-02 35th St', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['35-02 35th St', 'Astoria, NY 11106']}",+17187520620,(718) 752-0620,1183.5471893127346
Sj3JYCbaEFrAqUzRrenQbg,jora-restaurant-and-bar-long-island-city,Jora Restaurant & Bar,https://s3-media2.fl.yelpcdn.com/bphoto/CwblGUtXfY8noC1JrQUZ2Q/o.jpg,False,https://www.yelp.com/biz/jora-restaurant-and-bar-long-island-city?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,834,"[{'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.7438054, 'longitude': -73.9515007}","['restaurant_reservation', 'delivery', 'pickup']",$$,"{'address1': '47-46 11th St', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['47-46 11th St', 'Long Island City, NY 11101']}",+17183922033,(718) 392-2033,3561.06539559084
GojmCdGjUyGPxGLpoxXhvA,sojourn-social-new-york,Sojourn Social,https://s3-media1.fl.yelpcdn.com/bphoto/X7x-KFgpqEhkPHlFmq1u6w/o.jpg,False,https://www.yelp.com/biz/sojourn-social-new-york?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,34,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,"{'latitude': 40.77949209708026, 'longitude': -73.95037320493091}",[],,"{'address1': '1708 2nd Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10128', 'country': 'US', 'state': 'NY', 'display_address': ['1708 2nd Ave', 'New York, NY 10128']}",+12125377750,(212) 537-7750,2755.7453808251526
Y98a2y3r77l7S4wVS4Vqzg,vegoist-long-island-city-2,Vegoist,https://s3-media2.fl.yelpcdn.com/bphoto/MjOn-Oi5VVkdY5CVs314gw/o.jpg,False,https://www.yelp.com/biz/vegoist-long-island-city-2?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,263,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.0,"{'latitude': 40.75447, 'longitude': -73.92456}","['delivery', 'pickup']",$$,"{'address1': '35-43 37th St', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['35-43 37th St', 'Long Island City, NY 11101']}",+17187295665,(718) 729-5665,1381.2427412402687
yczK4BwiadrSLAhVZw87BQ,sala-astoria-queens,Sala Astoria,https://s3-media2.fl.yelpcdn.com/bphoto/he6OgQynqCzkf5HmoL_onw/o.jpg,False,https://www.yelp.com/biz/sala-astoria-queens?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,6,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",5.0,"{'latitude': 40.75833, 'longitude': -73.92794}",[],,"{'address1': '34-39 31st St', 'address2': '', 'address3': None, 'city': 'Queens', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['34-39 31st St', 'Queens, NY 11106']}",+19295563037,(929) 556-3037,1059.822783956782
l_hBcWIFx_ausYBxLkSglQ,olivers-astoria-astoria,Oliver's Astoria,https://s3-media3.fl.yelpcdn.com/bphoto/um1AbY_xFkxpBH33EuSoTg/o.jpg,False,https://www.yelp.com/biz/olivers-astoria-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,558,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.7595239, 'longitude': -73.9198044}","['delivery', 'pickup']",$$,"{'address1': '3719 Broadway', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['3719 Broadway', 'Astoria, NY 11103']}",+17188061476,(718) 806-1476,843.3288871665685
wT_-RVwMoiPAL9L191Zjvg,botte-bar-astoria-2,Botte Bar,https://s3-media2.fl.yelpcdn.com/bphoto/LXA8_ZlYKNtAMuocqMBv7g/o.jpg,False,https://www.yelp.com/biz/botte-bar-astoria-2?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,140,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 40.7633418050593, 'longitude': -73.9281750915024}","['delivery', 'pickup']",$$,"{'address1': '25-07 Broadway', 'address2': None, 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['25-07 Broadway', 'Astoria, NY 11106']}",+17184339079,(718) 433-9079,629.9085441007578
